tweet_id,tweet,class
333014107940872193,"@NireBryce Thanks. There is a nonzero chance that the discomfort I am feeling was caused by going back on Cymbalta, possibly too quickly.",1
333234626913001472,one time i liked a guy and told him i was sad a lot and he told me to take cymbalta and thats why i hate people,0
333708855701803010,@liver_bird_87 @MizTinkerbella when I was on cymbalta and visanne I could not orgasm at all!!!,1
333946994143920130,@branden_koerner you know... theres a type medician out there that helps with your depression... cymbalta can help..,0
333998630220476418,@JameeTMiller I didn't have side effects when I started taking Cymbalta. After about 6 mths had to stop because it raised my blood pressure.,1
336979338668933120,@_MyBitchsLoveMe: Depression hurts. Cymbalta can help.CRACKING THE FUCK UP!!!!,0
339926647274893312,"Possible cymbalta side effects include: asshole falls out, and/or morph into a preying mantis. Ask your Dr. If cymbalta is right for you.",0
340335834429538304,Need some Cymbalta up in this place,0
340360304531734529,"Cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, & THOUGHTS OF SUICIDE",0
340664476233777153,"Depression hurts, cymbalta can help",0
340713965795549185,"“@janokie_: depression hurts, cymbalta can help...”thanks janelle",0
340811627488239616,You woukd think going off of cymbalta would make me less tired...but nope...-_-,1
340971326019891201,Depression hurts... Cymbalta can help @ShannonGaghan,0
341071855941210112,Depression hurts. Cymbalta can help.,0
341351963583201282,Ok I've got a med ? Anyone ever tried cymbalta?? My doc put me on it but I slept 10 hrs straight!!,1
341361144008679425,"Depression hurts, Cymbalta can help.",0
341590362873294848,Cymbalta is used for way too many things how does no one see that as a problem,0
341953288285061121,Do not ever get on Cymbalta. Getting off of it is HELL!,1
342117282585133056,"@upasbook Great read as always. I was on Cymbalta for 5 days. Cold turkey had sweats, migraine, tremors while on & 3 days after.",1
342130590973296640,"Slow down, you sound like the end of a Cymbalta commercial. - Lucille Bluth",0
342677926136930304,“@Antonio_NBPDW: Depression sucks”cymbalta can help,0
342684997771214849,*british accent* hey cymbalta are you working today? @Destiny_Tovar,0
342741027188256769,Thinking about medicine. Anyone here ever take Zoloft or Cymbalta ?,0
343491352056717313,@I_amYaLeader: Florida is in need of Cymbalta! All this depression and shit! L O FUCKING L,0
343539966657327105,I hate forgetting to take my cymbalta. It makes you feel sooooooo weird.,1
343717626880589825,Depression hurts. Cymbalta can help,0
343836978212642817,This higher dose of #cymbalta is making me extremely tired and anxious. Is this normal?,1
343919738558246912,"@haley_boggess: When depression hits, Cymbalta can't help tell me why this reminds me of our chapstick commercial? Omggg.",0
344266639719677952,"@gkygirlengineer ""Cymbalta: You're gonna like the way it..err...you look.""",0
344619603340693504,@ThePlushGourmet what about cymbalta for nerve pain? Would it be an option?,0
344983576493817856,"Cymbalta, you're driving me insane.",1
345367464135233537,"@_D_i_a_s_ you're starting to sound like a Cymbalta commercial, lighten up!",0
345390703238594560,"@Glinda_R @SpooniesCouch Cymbalta withdrawal is getting top billing at the moment, however. Ugh! xx",1
345391029731606529,"@Glinda_R @SpooniesCouch Cymbalta withdrawal is getting top billing at the moment, however. Ugh! xx",1
345395539770224640,Irritation hurts...cymbalta can help #Problems @_De_VoN_,0
341605962823639040,#caep13 Q: role for tranexamic acid in massive GI bleed on dabigatran. Room divided but panel supports. Last ditch effort; weak evidence.,0
341913366807330817,@CTsurgicalmum I just retweeted some Cardiology news regarding Dabigatran & post AF ablation to make u feel at home! LOL,0
344240414573879297,@ETtube @HeatherM211 Not sure I follow. Are you encouraging antiplatelet use with dabigatran?,0
344240983321485312,@HeatherM211 @DavidJuurlink yup. Tho wonder if this is increased risk w/ dabigatran vs loss of protection from Coumadin.,0
347465817979486208,Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity.http://nej.md/11MAcpw ,0
347469021039427584,Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity.http://nej.md/11MAcpw ,0
347475051228037120,Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity.http://nej.md/11MAcpw ,0
349105081079169024,RT @boehringer: #dabigatran submitted to EMA for acute #treatment & prevention of recurrent #DVT #Pulmonaryembolism http://bit.ly/12kvxKo ,0
352689989311664128,"#Press: organising your #ISTH2013 diary? Oral presentation on measurement of #dabigatran plasma concentration ePoster 4.53-2, 13:30...",0
345471035656790016,Osteonecrosis of Jaw with Denosumab: 3cases in yr1-3 vs 5cases in yr4-7 #EULAR2013 #osteoporosis,0
347246247066869760,(Ann Pharmacother) The Role of Denosumab for Prevention of Skeletal-Related Complications in Multiple Myeloma http://www.theannals.com/content/early/2013/06/18/aph.1R776.abstract.html …,0
340573904777121792,JAMA 2013 Duloxetine: No difference initially but demonstrated with crossover. Decrease was only 0.73 on a 10 point pain scale #ASCO,0
342775921243209728,@scrabalisios I hav to come of the duloxetine immediately as I hav a terrible rash because of it! Had the rash 2 weeks,1
332179977493684226,Effexor Lawsuits Involving Heart Birth Defects Removed to Federal Court #Effexor #News #Antidepressants,0
332511485043548162,I'd rather be on the Effexor that made me happy though I had severe back pain from it.. Than sad and crying for no reason on lexapro....,1
332853469503442944,"Kinda worried about the nighttime jaw clenching from Effexor, what with my tongue ring and all... :L",1
340377981560184833,"I know things in life could be easier with #diazapam #tremazepam #effexor #fluoxetide, but it wouldn't solve the problem. #alwaysthehardway",0
340474716039020545,@juntei My old ones took 2 days for withdrawals but Effexor which I'm on now I will get them the next day :/ I wish I could email you valium,1
340613526244704256,@drdrew I recently stopped taking effexor 225 what can i do to ease my withdrawls?I feel miserable right now and very angry.Please any ideas,1
340638766215622656,SO IT FUCKING TURNS OUT THAT A SIDE EFFECT OF EFFEXOR IS A LOSS OF APPETITE,1
341139910352326656,Day five of no effexor. I am guessing this is what it feels like when you come off heroin... #discontinuation,1
341174088531836928,@deltrimental Stopping Effexor is probably good but not suddenly! xxx,0
341294461986430977,"@AuthorEdKurtz Oh, it sucks, but try doing SNRI withdrawal. They had to put me on a whole other drug just to get me off Effexor. :(",1
341752534295248897,"@opium_district I've been having them today too, three days without effexor. I completely understand what you mean. every hit, lightheaded..",1
342222942853287936,"@Zymymar stopped Zoloft cold turkey after I became suicidal, stopped Effexor because I was numb.",0
342304451605962752,Effexor withdrawal.,1
343471954109550592,I LOVE this Effexor! MAJORLY kills my libido.,1
344905888026460161,"@AaronM effexor was a boner killer, absolutely. welbutrin goes the other way.",1
345809319364804609,"I just typed 'except', and my phone suggested 'Effexor.' Maybe it knows something I don't?",0
346415007682142208,"I'll go untreated for 8 weeks! That is extremely scary, if I wasn't on Effexor and Ativan I would be having panic attacks..thank God no pain",0
347620121323372545,"@elladeruiter oh I hate that! I used to be on citalopram, it stopped working eventually. sometimes I have to up my effexor dose temporarily.",0
347958800189362177,"out of pills, feeling like a train wreck #tweaking #effexor",1
348144814975500288,@Jonny_Wags @Hey_Jeffrey Wellbutrin did a pretty good job canceling out the side effects of Effexor back when I was on both.,0
348146788143861760,"@Jonny_Wags @Hey_Jeffrey Realtalk: until I started taking Wellbutrin, Effexor robbed me of the ability to cum",1
348376394746695680,Effexor XR side effects : - sucidal thoughts - insomnia - feeling high & unresponsible. -Dry mouth.,1
348478051098718208,@darko_marco I've no probs with porn other than the fact that I've gained 80 pounds on Effexor and no one needs to see that ;-),1
348569764618186753,"@iamthattgirl Ugh, sorry. This effexor is not making me feel so awesome. Posting Puck's stuff tonight though.",1
350240711997788160,"Dunno if it's Alanis, the SCOTUS rulings, or that I've finally stopped my Effexor, but I've been on the verge of joyous tears all morning.",0
351490248078929920,I suggest never stop taking Effexor abruptly because you will feel like you're on your death bed,1
351543533779419138,Zoloft was just as bad as Effexor. It made me more depressed and more suicidal. I don't want it.,1
351577305480564737,Fucking Effexor withdrawals. I would shake my fist but I don't have the energy.,1
351862383070818305,@piss_wizard They're switching me to effexor! Look at me I'm the silver linings playbook and shit I feel like a star!!,0
353360876373409795,Well my effexor kinda did its job to keep my anxiety under control.... but now to get my heart rate down..... ugh,0
346344933545873408,"Xarelto, Eliquis and Pradaxa are all great drugs EXCEPT they don't have antidotes...and that's my only reason to prefer Coumadin",0
347801393316376576,"PAM analysis of Eliquis review docs shows approval delayed by fraud, dispensing errors in pivotal trial [free] http://bit.ly/13VUVdJ ",0
341903484242784256,@Joanne__Howe I'm good been on 25mg MTX for years then switched to leflunomide back MTX the other caused tummy trouble. Why r u off Enbrel,0
344965474938920960,@TheBloggess your lucky! I have to do infusions of remicade for my RA. I would happily do humera or enbrel if it didnt make me stop breathin,0
345549620342034434,@raCanuck I had a weird rash w/ Enbrel. But it was all over my abdomen & chest. Rash in elbow cld b psoriasis? Can u take a pic?,1
346667382699339777,@TheSeatedView @AmyBadkin I agree absolutely. Your gonna be fine amy. Enbrel give me no problems whatsoever.xx,0
348828382533922818,@FashonButterfly I have a friend on that with Lupus and she is doing well. Everybody is different though. Maybe you shud try Enbrel.,0
348828579955613697,@FashonButterfly Enbrel has a great support system and helps with my enormous copays!!!,0
348893372469100544,@MarcusPicture #Enbrel alwys works better 4 me in conjunction w/ #MTX + NSAIDs (400mg Tolectin). Monotherapy ATM w/NSAID + pain meds. #rheum,0
348894274470948864,"Did one shot of Enbrel, but chose the infusion rather than self injection. Don't know what he has in mind. Hoping for success. #rheum",0
349059375878504449,"Novartis tests copy of Amgen's Enbrel in late-stage trial: LONDON (Reuters) - Sandoz, the generics unit of Nov... http://bit.ly/1a6e5Te ",0
351389550024724482,"@rawarrior have had no response on double and triple treatments. Have exhausted humors, enbrel, and now on this. Recently taken out of work",0
352138946559479808,Anyone else have worsening #acne problems since starting #Enbrel for autoimmune disease?,1
354321976845807617,@CoCayne18 stopped working. I don't think their meant to last forever but again it depends on the person. I took Enbrel when I was on my,1
343323710096281600,#BDS &parents MUST IMMEDIATELY BOYCOTT &stop use of #ISRAEL COPAXONE® REBIF® Exelon® DOXIL® Azilect® GONAL ®etanercept- aid occupation,0
352081891295379456,"If interested in the Sandoz #etanercept phase 3 study, you should know about this, too. #biosimilars #pharma #patenthttp://www.law360.com/articles/453103/sandoz-fights-amgen-enbrel-patent …",0
353828887039451136,"@LeahIce @britlee_harp Cipro can do a lot worse than that! Google ""floxing"" or ""Cipro poisoning"" or ""fluoroquinolone toxicity syndrome"".",0
326398829849092097,I think my tablets have made me gain weight. Anyone on fluoxetine/prozac? #replytweet,1
328597011970551808,The one bummer about it all is that the Fluoxetine is giving me the shakes which made fine fiddly detail work harder than it should be,1
329589382350782465,@skinny_the_minx I'm on fluoxetine. Hm :( hope you feel better soon lovely!! Have you got quite a stressful job? X,0
329643623660519424,"Only one day in and Mirtazapine is like fluoxetine all over again, it just makes me so tiered",1
330390752649682947,"@marg1nal @lobeline - In my case, thank GOD for Fluoxetine. I'd be dead or in prison without it.",0
330410314317316097,@TheMartinNewman to be honest I've had worse. On fluoxetine I was convinced there was a plot to steal my thoughts... !,1
330435039475167232,This tastes like liquid fluoxetine tastes but I'm pretty sure if I drink it quick it'll taste betterpic.twitter.com/AHDxKnaLrr,0
331004479497465857,"@MerePrototype Probably the combination with my fluoxetine. But I can't move that to night time, it makes me have bad dreams.",1
331084316740304898,"@SamAmbreen doesn't work. Citilopram then fluoxetine before, bothe did nothing for my mood but made me vomit so much I lost 4 stone in 6mo.",0
331819466537189376,"@mavisMacCruet Mavis, may I recommend 60mg of fluoxetine daily to help with your obsessive compulsive disorder?? #McCann",0
331981886991785984,LIFE ALERT LIFE ALERT I AM BURPING UP FLUOXETINE POWDER I THINK I MIGHT DIE,1
332778502946426880,"@jessindia I take fluoxetine and quetiapine. The quetiapine is the one with the massive sleepies, althouth the flouxetine doesn''t help.",1
332983321187471361,@HendryHannah I tried fluoxetine. It knocked me out.,1
333744558200475648,popped a Fluoxetine im sweating,1
333893811094835200,"@Chavielle i has beta blockers now, apparently the fluoxetine can cause panic attacks ^_^",1
334005655155380224,@IceDweller I loved Fluoxetine (prozac) but it made me lose my temper of the slightest thing but that was the only downside.,1
340454413229490176,My 3 favourite things about fluoxetine are: It doesnt work as an antidepressant. Increases suicidal thoughts. It stops you from jizzing.,0
341025218204147712,"@CandidlyKelly some day I should try fluoxetine again. it made me all suicidal the first time, but I was 18",1
341610771119222784,"@AmyEllen_xo fluoxetine is a common one, but I've not tried it. I'm terrified of new medications in case they give me side effects",0
342043859523600384,Restless Leg Syndrome is bad tonight. Damn you fluoxetine.,1
342843588536827904,"(pd. Sertraline vs Fluoxetine, make your bet)",0
346043889146294274,"OK, I'm pretty sure that missing 2 doses of fluoxetine (pure disorderliness/schedule fail) was responsible for my joint pain.",1
347671847531331584,Liquid fluoxetine tastes like crap.,0
348412032049106944,"@notquitereal Oh, really? That's what gave me the terrible reaction. My current doctor told me he'd almost never prescribe fluoxetine.",1
348414004630274048,"@notquitereal yeah, I mean, fluoxetine made me feel like shit, and citalopram makes me feel ace, so worth considering if you ever have to",1
348555717113942016,@TheOnlyWayIsGay Fluoxetine. Killed my libido stone dead.,1
350030395225542656,@tittuck i know it made me want to be sick every time i had it plus fluoxetine is the bigges bunch of shit ive been on worse than sertraline,1
350332912530505728,@Ana_3033 fluoxetine give me headaches and makes me yawn 24/7,1
350787121239433216,"Oh, dear, how I missed fluoxetine! Welcome back Wonderland.",0
352908735720587265,@BespokePeter @mattjholding Fluoxetine..?! I just need one each day until Monday. I hate asking. I'm worried .,0
353540795590123525,@ZNB_Maqbool sweaty fluoxetine addict,1
354078381022781441,Fluoxetine from $1.92 per capsule in 1993 to $0.03 today #PHARMAC #NZ #ihea2013,0
341638682496864256,"Fosamax has been linked to many severe side effects that include femur fractures, esophagus problems,& hardening of the jaw. 1.888.520.5202",0
354232354224615425,"If you or a loved one has experienced severe side effects from the use of Fosamax, contact us toll free. 1.888.520.5202. Habla Espanol.",0
350582241740599296,New Fycompa® (Perampanel) Data Presented At International Epilepsy Congress (IEC): New data provides additional…,0
332308454372950016,@thebeachynurse ...had to get an x-ray of my arm per protocol...it was negative but it's just now starting to hurt. Ugh!!!! #Geodon,1
334024708200751104,Me too. I used to call Geodon the Potato Drug bcuz that's what I looked like after just 5 weeks on it.. @BeyondMeds @medskep,1
347305520585121793,"3 rounds of puking, a nasty headache, and my throat is raw. Body wants nothing to do with this increase in the Geodon.",1
349182874865508354,@Twitterrific @geodon how long until an updated Mac version? I need my muffle!,0
341674911615561728,@ash_amo yes! Been on it for years. That along with Humira kept me symptom free for 2 years. Good luck!,0
341704795096219648,Humira got a real nigga tired,1
341768791656628225,@spondylitis Traveling to India while on Humira.. What shots are required to stay safe? Thanks.,0
342392894725971968,Humira shot done - hopefully a lifesaver,0
342794515108741121,whyyyyy so painful #humira ,1
342832069795274752,@AmyBadkin @_ultimateniknik I like Humira. Works for me so far,0
343681088603951104,@DoctorChristian I think some people will try anything sometimes! I have with my severe psoriasis!finally awaiting Humira injection anydayx,0
343922010868568065,“@rosenthal_bob: #IBD #crohns Humira night.” Good luck!,0
344206195034292224,Go see specialist nurse about starting humira in a week! Scared but excited! #crohns #cdsn,0
344469944613875712,"@sapphire20 to it, and now I'm on Humira with just the bloat to battle. Things sometimes get super shitty in every sense. But stay strong xx",1
344719961358479360,"Humira is kicking in again which is nice but that also means I'm moving towards my next injection...""AS"" the joy of joys, still smiling.",0
344851551342428161,Trial of biologic.. humira in oa hand.. negative. Not surprising. ..... you have to treat the problem Early. ... before damage.,0
344868452034560000,Question: anyone on #humira experiencing urinary track infections frequently and never had before?,1
344936446702022658,"Starting Humira tomorrow. :) I wonder if it will make me tired for a day or so like Remicade did. If it works, it's worth it.",1
344994590815817728,"@HurtBlogger good luck! Have you tried it before? Does it work 4 u? I just had 2nd dose of Humira, and hurting so bad I can't stand it :-(",1
345655759767482369,@sarahchoueiry @crohns_twins i also have nuasea and low grade temp and on #humira should i go check it out??,1
346637702013276160,"@SKRDad it's all about the long view, right? Humira has side effects for a few days, but totally worth it!",0
347423789698654209,i had the two humira shots today and the needle didnt hurt at all but the mEDICINE INSIDE BURNED LIKE LAVA,1
347549718269804544,@SKDNY humira starting to help at all?,0
347755633300361216,Self-injected humira for first time! fingers x'd it works #spondylitis #crohns,0
348310143181660160,@jaygascoigne that med didn't help me. I'm on Humira. It works great. With surgery & humira been in remission 5-6yrs.,0
349084992611164160,"@Shellyfanelly I was on #azathioprine for about 8 years, it worked well, now on #Humira instead though which is knocking me about",1
349190810044096512,@CCFA pooped out bc i did humira last night :),1
349252454535274498,"@foggymelon @movmctov @The_Scottymomma when I did Humira for my Crohn's it felt like acid, hubby had to shoot me up. Made my lupus flare too",0
349352955989856256,Must need a #DoctorWho fix. The music from this Humira commercial reminds me of the music from the episode The Idiot's Lantern.,0
349418881426788352,@zmiller1902 Sometimes my Humira pens make me feel like I'm 90 years old due to the joint pain everywhere.,1
349561304526241794,God humira shots blow so bad... #painful #crohnssucks,1
349715812195643393,@dsymons @trainingwithra @lisabinkc my husband gives me my humira injections. We use the pens. It hurts too bad to give them to myself.,1
350042686507581440,@ayegraybay I knowwishful thinking. My Humira shot doesn't even work for me anymore and when it does I get so sick.,1
350859685227798531,"@crohns_twins that sucks. Humira made me so sick. Remicade helped a but, but then seizures put that out. Now waiting, just prednisone now.",1
350891051063574529,"Well,yesterday was rubbish(post humira)all day in bed,loads of pain etc.Just got up and I think I'm alright?Give it an hour and reassess lol",1
351126579486801920,I finally got approved for my humira shot this week!!! And I got my electric wheelchair coming by the 15th of July! #fightingra,0
351395533933395968,Personal frustration med's that work (Humira) then wear-off even when taking MTX for anti-bodies. #rheum,1
351400933302878208,Ah the sting of the #Humira injection. How I've not missed thee. #Ankylosing #Spondylitisq #Ouch,1
351492291271213056,No pain is worse than Humira. Not even arthritis. Lmfao.,1
351523524277579776,@HospitalPatient have been on Humira 2years now n get on off chest infections that sometimes need 2diff pills 2sort out should I b worried?,1
352325761518145536,Whenever i see the Humira commercial I feel special #thankGodforhumira #crohnsdisease,0
349336161296187392,"Virginia Valentine loves GLP-1! #Invokana SGLT-2 inhibitor good A1c reduction, weight loss, yeast infections not a concern #dTTCOYD",0
330003991650000898,Fun Facts: Do you know what Medications are R for bipolar depression? Currently #FDA approved lamotrigine AKA #Lamictal,0
333047948642492416,"@BurberryWife sometimes it never ends. So sorry. Topomax is miserable with parasthesia, cognitive problems, kidney stones. Lamictal's good",0
340625010488143872,Does anyone happen to know if Lamictal causes you to feel hot? @liberonetwork @_Sabiiiiii #cantstopsweating,1
341657848503226369,@ybnormal622 I am on only 25mg lamictal but it makes me anxious and insomniac so I skip sometimes and get depressed.,1
341773755195990016,"@thekillmars300 called lamictal (for anxiety) that turns out I'm allergic to also. Kicker is, they both can cause SJS. I never had a chance.",0
342614476702494722,I decided to try visualization tapes again. At least they wouldn't give me a rash like Lamictal.,1
344103487942057987,@ikimlowe my son has been on Lamictal for 3 yrs n broke out in a rash when he 1st was put on it. Luckily after going to ER it was not the SJ,1
346575368041410561,@BLEDNOS Lamictal and trileptal and seroquel...of course the seroquel I take in severe situations because gaining weight is never cool,1
347542434500206592,@aravain I've heard of all kinds of skin issues on Lamictal! pretty sure mine is psychosomatic though...,1
352144946549108737,"@Milynda lamictal makes you sleepy at night, but I take it around 10 or so. Once you get in the system, you start falling asleep normally.",1
352845783227305986,Lamictal Methedrine - Watchfulness: .ibE,0
326496283516882944,Medical professionals on my feed...any thing I need to know about this med: lamotrigine. It's being used to treat bipolar teen.,0
328896519174504449,Anyone taking lamotrigine suffer with headaches weeks after starting the med?,1
330454024115613696,"Risk factors for SUDEP: frequent sz, AED polytherapy, early age sz onset, subtherapeutic levels, male, carbamazepine or lamotrigine use.",0
331383865438519297,"Question: recently I have been hyper-sensitive to different textures, does anyone know if this is a bipolar / lamotrigine thing??",1
331826545972883457,"@bpdprincessx it is but i dont know if its due to the lamotrigine, baby brain, dissociation or just forgetfulness, its concerning. Xx",0
340903633312960512,"me : feeling fine, watching tv ... swiffer commercial #lamotrigine : Lol lets make the bitch cry at this... a fucking swiffer commercial.",1
341317871877648385,#lamotrigine headaches suck :( i wanna curl up & cry.,1
345549207278592001,"@stavvers Yeah I hear epilim is pretty tough, sorry to hear re bad times with it :( Oddly, dear sweet Lamotrigine tipped me to a dark place",1
349182910127038464,"@sleazeballz @Kanako_UkFur was on Lamotrigine for about 5 months, got taken off them due to a rash on my elbow :/ now i feel more meh",1
354265959877443586,"Oh, and I forgot that with Lamotrigine come awful night terrors. I woke up no fewer than five times screaming and sweaty. #lol",1
348459265062731776,Got my shit taken from me because I burned myself with salt and ice 20 times on my leg. Out for the day ! Hair appt at 11. On latuda now.,0
340660708364677120,"Not that anyone noticed, but my #ambienwithdrawl only lasted a few days. Why? Because I got another scrip. I need it while I'm on Levaquin.",0
348457714147553280,@SonnieDetore I cannot be in the sun! #levaquin,1
348458049075294211,@SonnieDetore I cannot be in the sun! #levaquin,1
348898147470295042,"@jortwine I had a patient ""allergic to all antibiotics expect Levaquin & Cleomycin (sic)""",0
351082980330045440,Levaquin sucks. Blinding headaches. Vomiting. Diarrhea. Time for my next dose. Happy weekend. #tmi #FML,1
350429856238018561,Trajenta® (Linagliptin): New Data On Safety And Efficacy In Type 2 Diabetes Patients With Renal Impairment http://dlvr.it/3ZjMML  #today,0
352531782983368705,Trajenta® (Linagliptin): New Data On Safety And Efficacy In Type 2 Diabetes Patients With Renal Impairment http://bit.ly/121rHuD  #diabetes,0
345227933901803520,"Novo Nordisk's A. Moses says that their studies, so far, can neither establish nor exclude a link between liraglutide and pancreatic cancer.",0
340545921093885952,"Okay, moving backwards, our IT guys have been Glasses, Turban, Ear Hair, Fatty 3, Shorts, Fatty 2, Lozenge, and Fatso.",0
340627840728981504,@jameswanko *gives you a throat lozenge*,0
340864165918945280,Love seeing/hearing a fellow latino pronouncing Guzman properly...but Some1 get @jorgeandresESPN a throat lozenge :),0
340940337407225856,@FlorenceSheriffDept A man with a ponytail just offered my son a lozenge. WHAT SHOULD I DO?!?!,0
341586246851756034,I am the throat lozenge Gwede Mantashe refused.,0
342008650623246336,"@eddo75 ...I may just at this gentle, gentle man for a while, soothing, like a big gay lozenge...pic.twitter.com/Zuce0xgwtp",0
342233821753774080,Toughest decision of the night: which throat lozenge to take that will best compliment my Colgate toothpaste?!!,0
342627106087378945,"Well, good start to the day... Fell asleep in my car and nearly choked on the lozenge I has just put in my mouth.",0
342745718018170880,Throat numbing lozenge for the win,0
342887388873359362,RT @WalterBrianna1 Scrapbooking: finite lozenge introductory study,0
343886298429394944,Although I think he needs a throat lozenge.,0
343961812334686208,Anybody have a throat lozenge that they can email me real quick?,0
345596740910587905,"@jimrome Mom texted ""Mark in HollyWood"" ... I still have it in the air Who Ya Got? #SmackOff #Lozenge #siri #JStew #MyBitchWife #SmackOff",0
346002716553801728,"@jodidaubs @SassyJP10 he is from Fleetwood, Lancashire. Also the place where the Fisherman's Friends lozenge originated #fleetwoodfac....t",0
