tweet_id,user_id,tweet,feature1,feature2,class,AE,medication1,medication2
352869424174342144,41850242,SO GLAD to have just finished a course of cipro! Fingers crossed I can stay off of nausea inducing meds for the next little while...,83.0,89.0,ADR,nausea,cipro,cipro
332480409654943744,42299706,The cymbalta certainly is addictive & its FDA approved...,26.0,35.0,ADR,addictive,cymbalta,cymbalta
332666314952945664,155766727,"@builtinbc oh I thought cymbalta was a pain med. sorry, that sucks.",,,,,,
332946951085645824,99207792,Only change so far since switching from Lexapro to Cymbalta: now I might notice if I got hit in the crotch w/ a lance in a jousting accident,67.0,140.0,ADR,might notice if I got hit in the crotch w/ a lance in a jousting accident,cymbalta,cymbalta
333014107940872193,132127968,"@NireBryce Thanks. There is a nonzero chance that the discomfort I am feeling was caused by going back on Cymbalta, possibly too quickly.",54.0,64.0,ADR,discomfort,cymbalta,cymbalta
333234626913001472,304418564,one time i liked a guy and told him i was sad a lot and he told me to take cymbalta and thats why i hate people,,,,,,
333708855701803010,21719350,@liver_bird_87 @MizTinkerbella when I was on cymbalta and visanne I could not orgasm at all!!!,68.0,84.0,ADR,could not orgasm,cymbalta,cymbalta
333946994143920130,1096744752,@branden_koerner you know... theres a type medician out there that helps with your depression... cymbalta can help..,,,,,,
333998630220476418,12602362,@JameeTMiller I didn't have side effects when I started taking Cymbalta. After about 6 mths had to stop because it raised my blood pressure.,115.0,139.0,ADR,raised my blood pressure,cymbalta,cymbalta
336979338668933120,65223509,@_MyBitchsLoveMe: Depression hurts. Cymbalta can help.CRACKING THE FUCK UP!!!!,,,,,,
339926647274893312,21368921,"Possible cymbalta side effects include: asshole falls out, and/or morph into a preying mantis. Ask your Dr. If cymbalta is right for you.",,,,,,
340335834429538304,945138277,Need some Cymbalta up in this place,,,,,,
340360304531734529,60107522,"Cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, & THOUGHTS OF SUICIDE",22.0,36.0,Indication,antidepressant,cymbalta,cymbalta
340360304531734529,60107522,"Cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, & THOUGHTS OF SUICIDE",55.0,61.0,ADR,nausea,cymbalta,cymbalta
340360304531734529,60107522,"Cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, & THOUGHTS OF SUICIDE",63.0,72.0,ADR,dry mouth,cymbalta,cymbalta
340360304531734529,60107522,"Cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, & THOUGHTS OF SUICIDE",74.0,86.0,ADR,constipation,cymbalta,cymbalta
340360304531734529,60107522,"Cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, & THOUGHTS OF SUICIDE",88.0,96.0,ADR,diarrhea,cymbalta,cymbalta
340360304531734529,60107522,"Cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, & THOUGHTS OF SUICIDE",98.0,105.0,ADR,fatigue,cymbalta,cymbalta
340360304531734529,60107522,"Cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, & THOUGHTS OF SUICIDE",113.0,132.0,ADR,THOUGHTS OF SUICIDE,cymbalta,cymbalta
340664476233777153,509189988,"Depression hurts, cymbalta can help",,,,,,
340713965795549185,484252027,"“@janokie_: depression hurts, cymbalta can help...”thanks janelle",,,,,,
340811627488239616,24887443,You woukd think going off of cymbalta would make me less tired...but nope...-_-,57.0,62.0,ADR,tired,cymbalta,cymbalta
340971326019891201,244969221,Depression hurts... Cymbalta can help @ShannonGaghan,,,,,,
341071855941210112,396383429,Depression hurts. Cymbalta can help.,,,,,,
341351963583201282,51879246,Ok I've got a med ? Anyone ever tried cymbalta?? My doc put me on it but I slept 10 hrs straight!!,75.0,87.0,ADR,slept 10 hrs,cymbalta,cymbalta
341361144008679425,368523474,"Depression hurts, Cymbalta can help.",,,,,,
341590362873294848,141756010,Cymbalta is used for way too many things how does no one see that as a problem,,,,,,
341953288285061121,586052352,Do not ever get on Cymbalta. Getting off of it is HELL!,30.0,55.0,ADR,Getting off of it is HELL,cymbalta,cymbalta
342117282585133056,1110475417,"@upasbook Great read as always. I was on Cymbalta for 5 days. Cold turkey had sweats, migraine, tremors while on & 3 days after.",78.0,84.0,ADR,sweats,cymbalta,cymbalta
342117282585133056,1110475417,"@upasbook Great read as always. I was on Cymbalta for 5 days. Cold turkey had sweats, migraine, tremors while on & 3 days after.",86.0,94.0,ADR,migraine,cymbalta,cymbalta
342117282585133056,1110475417,"@upasbook Great read as always. I was on Cymbalta for 5 days. Cold turkey had sweats, migraine, tremors while on & 3 days after.",96.0,103.0,ADR,tremors,cymbalta,cymbalta
342130590973296640,1478749124,"Slow down, you sound like the end of a Cymbalta commercial. - Lucille Bluth",,,,,,
342677926136930304,424670263,“@Antonio_NBPDW: Depression sucks”cymbalta can help,,,,,,
342684997771214849,218388684,*british accent* hey cymbalta are you working today? @Destiny_Tovar,,,,,,
342741027188256769,16358273,Thinking about medicine. Anyone here ever take Zoloft or Cymbalta ?,,,,,,
343491352056717313,165999413,@I_amYaLeader: Florida is in need of Cymbalta! All this depression and shit! L O FUCKING L,,,,,,
343539966657327105,422317244,I hate forgetting to take my cymbalta. It makes you feel sooooooo weird.,52.0,71.0,ADR,feel sooooooo weird,cymbalta,cymbalta
343717626880589825,1488063955,Depression hurts. Cymbalta can help,,,,,,
343836978212642817,35401008,This higher dose of #cymbalta is making me extremely tired and anxious. Is this normal?,53.0,58.0,ADR,tired,cymbalta,cymbalta
343836978212642817,35401008,This higher dose of #cymbalta is making me extremely tired and anxious. Is this normal?,63.0,70.0,ADR,anxious,cymbalta,cymbalta
343919738558246912,1362952506,"@haley_boggess: When depression hits, Cymbalta can't help tell me why this reminds me of our chapstick commercial? Omggg.",,,,,,
344266639719677952,30019198,"@gkygirlengineer ""Cymbalta: You're gonna like the way it..err...you look.""",,,,,,
344619603340693504,15524206,@ThePlushGourmet what about cymbalta for nerve pain? Would it be an option?,,,,,,
344983576493817856,466206030,"Cymbalta, you're driving me insane.",17.0,34.0,ADR,driving me insane,cymbalta,cymbalta
345367464135233537,101058279,"@_D_i_a_s_ you're starting to sound like a Cymbalta commercial, lighten up!",,,,,,
345390703238594560,519929106,"@Glinda_R @SpooniesCouch Cymbalta withdrawal is getting top billing at the moment, however. Ugh! xx",34.0,45.0,ADR,withdrawal ,cymbalta,cymbalta
345391029731606529,1187577733,"@Glinda_R @SpooniesCouch Cymbalta withdrawal is getting top billing at the moment, however. Ugh! xx",48.0,58.0,ADR,withdrawal,cymbalta,cymbalta
345395539770224640,519136752,Irritation hurts...cymbalta can help #Problems @_De_VoN_,,,,,,
341605962823639040,1059408968,#caep13 Q: role for tranexamic acid in massive GI bleed on dabigatran. Room divided but panel supports. Last ditch effort; weak evidence.,,,,,,
341913366807330817,26433602,@CTsurgicalmum I just retweeted some Cardiology news regarding Dabigatran & post AF ablation to make u feel at home! LOL,,,,,,
344240414573879297,473179284,@ETtube @HeatherM211 Not sure I follow. Are you encouraging antiplatelet use with dabigatran?,,,,,,
344240983321485312,483264456,@HeatherM211 @DavidJuurlink yup. Tho wonder if this is increased risk w/ dabigatran vs loss of protection from Coumadin.,,,,,,
347465817979486208,250056396,Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity.http://nej.md/11MAcpw ,,,,,,
347469021039427584,249320440,Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity.http://nej.md/11MAcpw ,,,,,,
347475051228037120,60443074,Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity.http://nej.md/11MAcpw ,,,,,,
349105081079169024,243228907,RT @boehringer: #dabigatran submitted to EMA for acute #treatment & prevention of recurrent #DVT #Pulmonaryembolism http://bit.ly/12kvxKo ,,,,,,
352689989311664128,43617900,"#Press: organising your #ISTH2013 diary? Oral presentation on measurement of #dabigatran plasma concentration ePoster 4.53-2, 13:30...",,,,,,
345471035656790016,240094239,Osteonecrosis of Jaw with Denosumab: 3cases in yr1-3 vs 5cases in yr4-7 #EULAR2013 #osteoporosis,,,,,,
347246247066869760,190337035,(Ann Pharmacother) The Role of Denosumab for Prevention of Skeletal-Related Complications in Multiple Myeloma http://www.theannals.com/content/early/2013/06/18/aph.1R776.abstract.html …,,,,,,
340573904777121792,192574681,JAMA 2013 Duloxetine: No difference initially but demonstrated with crossover. Decrease was only 0.73 on a 10 point pain scale #ASCO,,,,,,
342775921243209728,39778812,@scrabalisios I hav to come of the duloxetine immediately as I hav a terrible rash because of it! Had the rash 2 weeks,78.0,82.0,ADR,rash,duloxetine,duloxetine
332179977493684226,584850064,Effexor Lawsuits Involving Heart Birth Defects Removed to Federal Court #Effexor #News #Antidepressants,,,,,,
332511485043548162,1038937922,I'd rather be on the Effexor that made me happy though I had severe back pain from it.. Than sad and crying for no reason on lexapro....,68.0,77.0,ADR,back pain,effexor,effexor
332511485043548162,1038937922,I'd rather be on the Effexor that made me happy though I had severe back pain from it.. Than sad and crying for no reason on lexapro....,93.0,96.0,ADR,sad,effexor,lexapro
332511485043548162,1038937922,I'd rather be on the Effexor that made me happy though I had severe back pain from it.. Than sad and crying for no reason on lexapro....,101.0,107.0,ADR,crying,effexor,lexapro
332511485043548162,1038937922,I'd rather be on the Effexor that made me happy though I had severe back pain from it.. Than sad and crying for no reason on lexapro....,125.0,132.0,Drug,lexapro,effexor,effexor
332853469503442944,128729448,"Kinda worried about the nighttime jaw clenching from Effexor, what with my tongue ring and all... :L",34.0,47.0,ADR,jaw clenching,effexor,effexor
340377981560184833,451705158,"I know things in life could be easier with #diazapam #tremazepam #effexor #fluoxetide, but it wouldn't solve the problem. #alwaysthehardway",,,,,,
340474716039020545,77977086,@juntei My old ones took 2 days for withdrawals but Effexor which I'm on now I will get them the next day :/ I wish I could email you valium,36.0,47.0,ADR,withdrawals,effexor,effexor
340613526244704256,1468271401,@drdrew I recently stopped taking effexor 225 what can i do to ease my withdrawls?I feel miserable right now and very angry.Please any ideas,71.0,81.0,ADR,withdrawls,effexor,effexor
340613526244704256,1468271401,@drdrew I recently stopped taking effexor 225 what can i do to ease my withdrawls?I feel miserable right now and very angry.Please any ideas,89.0,98.0,ADR,miserable,effexor,effexor
340613526244704256,1468271401,@drdrew I recently stopped taking effexor 225 what can i do to ease my withdrawls?I feel miserable right now and very angry.Please any ideas,118.0,123.0,ADR,angry,effexor,effexor
340638766215622656,66038872,SO IT FUCKING TURNS OUT THAT A SIDE EFFECT OF EFFEXOR IS A LOSS OF APPETITE,59.0,75.0,ADR,LOSS OF APPETITE,effexor,effexor
341139910352326656,38998805,Day five of no effexor. I am guessing this is what it feels like when you come off heroin... #discontinuation,54.0,89.0,ADR,feels like when you come off heroin,effexor,effexor
341174088531836928,179074771,@deltrimental Stopping Effexor is probably good but not suddenly! xxx,,,,,,
341294461986430977,101918006,"@AuthorEdKurtz Oh, it sucks, but try doing SNRI withdrawal. They had to put me on a whole other drug just to get me off Effexor. :(",47.0,58.0,ADR, withdrawal,effexor,effexor
341752534295248897,144504221,"@opium_district I've been having them today too, three days without effexor. I completely understand what you mean. every hit, lightheaded..",127.0,138.0,ADR,lightheaded,effexor,effexor
342222942853287936,1591341,"@Zymymar stopped Zoloft cold turkey after I became suicidal, stopped Effexor because I was numb.",17.0,23.0,Drug,Zoloft,effexor,effexor
342222942853287936,1591341,"@Zymymar stopped Zoloft cold turkey after I became suicidal, stopped Effexor because I was numb.",51.0,59.0,ADR,suicidal,effexor,Zoloft
342222942853287936,1591341,"@Zymymar stopped Zoloft cold turkey after I became suicidal, stopped Effexor because I was numb.",91.0,95.0,ADR,numb,effexor,effexor
342304451605962752,307418218,Effexor withdrawal.,8.0,18.0,ADR,withdrawal,effexor,effexor
343471954109550592,336668444,I LOVE this Effexor! MAJORLY kills my libido.,29.0,44.0,ADR,kills my libido,effexor,effexor
344905888026460161,82991118,"@AaronM effexor was a boner killer, absolutely. welbutrin goes the other way.",22.0,34.0,ADR,boner killer,effexor,effexor
345809319364804609,14424671,"I just typed 'except', and my phone suggested 'Effexor.' Maybe it knows something I don't?",,,,,,
346415007682142208,136471799,"I'll go untreated for 8 weeks! That is extremely scary, if I wasn't on Effexor and Ativan I would be having panic attacks..thank God no pain",108.0,122.0,Indication,panic attacks.,effexor,effexor
347620121323372545,53854229,"@elladeruiter oh I hate that! I used to be on citalopram, it stopped working eventually. sometimes I have to up my effexor dose temporarily.",46.0,56.0,Drug,citalopram,effexor,effexor
347620121323372545,53854229,"@elladeruiter oh I hate that! I used to be on citalopram, it stopped working eventually. sometimes I have to up my effexor dose temporarily.",61.0,76.0,ADR,stopped working,effexor,effexor
347958800189362177,330127960,"out of pills, feeling like a train wreck #tweaking #effexor",14.0,40.0,ADR,feeling like a train wreck,effexor,effexor
347958800189362177,330127960,"out of pills, feeling like a train wreck #tweaking #effexor",42.0,50.0,ADR,tweaking,effexor,effexor
348144814975500288,22513648,@Jonny_Wags @Hey_Jeffrey Wellbutrin did a pretty good job canceling out the side effects of Effexor back when I was on both.,,,,,,
348146788143861760,22513648,"@Jonny_Wags @Hey_Jeffrey Realtalk: until I started taking Wellbutrin, Effexor robbed me of the ability to cum",95.0,109.0,ADR,ability to cum,effexor,effexor
348376394746695680,103329264,Effexor XR side effects : - sucidal thoughts - insomnia - feeling high & unresponsible. -Dry mouth.,28.0,44.0,ADR,sucidal thoughts,effexor,effexor
348376394746695680,103329264,Effexor XR side effects : - sucidal thoughts - insomnia - feeling high & unresponsible. -Dry mouth.,47.0,55.0,ADR,insomnia,effexor,effexor
348376394746695680,103329264,Effexor XR side effects : - sucidal thoughts - insomnia - feeling high & unresponsible. -Dry mouth.,58.0,70.0,ADR,feeling high,effexor,effexor
348376394746695680,103329264,Effexor XR side effects : - sucidal thoughts - insomnia - feeling high & unresponsible. -Dry mouth.,77.0,90.0,ADR,unresponsible,effexor,effexor
348376394746695680,103329264,Effexor XR side effects : - sucidal thoughts - insomnia - feeling high & unresponsible. -Dry mouth.,93.0,102.0,ADR,Dry mouth,effexor,effexor
348478051098718208,233796317,@darko_marco I've no probs with porn other than the fact that I've gained 80 pounds on Effexor and no one needs to see that ;-),67.0,83.0,ADR,gained 80 pounds,effexor,effexor
348569764618186753,43338677,"@iamthattgirl Ugh, sorry. This effexor is not making me feel so awesome. Posting Puck's stuff tonight though.",42.0,72.0,ADR,not making me feel so awesome.,effexor,effexor
350240711997788160,15781321,"Dunno if it's Alanis, the SCOTUS rulings, or that I've finally stopped my Effexor, but I've been on the verge of joyous tears all morning.",,,,,,
351490248078929920,262479833,I suggest never stop taking Effexor abruptly because you will feel like you're on your death bed,62.0,96.0,ADR,feel like you're on your death bed,effexor,effexor
351543533779419138,870982284,Zoloft was just as bad as Effexor. It made me more depressed and more suicidal. I don't want it.,51.0,60.0,ADR,depressed,effexor,effexor
351543533779419138,870982284,Zoloft was just as bad as Effexor. It made me more depressed and more suicidal. I don't want it.,70.0,78.0,ADR,suicidal,effexor,effexor
351577305480564737,23307886,Fucking Effexor withdrawals. I would shake my fist but I don't have the energy.,16.0,27.0,ADR,withdrawals,effexor,effexor
351577305480564737,23307886,Fucking Effexor withdrawals. I would shake my fist but I don't have the energy.,57.0,78.0,ADR,don't have the energy,effexor,effexor
351862383070818305,1424523649,@piss_wizard They're switching me to effexor! Look at me I'm the silver linings playbook and shit I feel like a star!!,,,,,,
353360876373409795,1347526658,Well my effexor kinda did its job to keep my anxiety under control.... but now to get my heart rate down..... ugh,45.0,52.0,Indication,anxiety,effexor,effexor
353360876373409795,1347526658,Well my effexor kinda did its job to keep my anxiety under control.... but now to get my heart rate down..... ugh,89.0,99.0,ADR,heart rate,effexor,effexor
346344933545873408,355674498,"Xarelto, Eliquis and Pradaxa are all great drugs EXCEPT they don't have antidotes...and that's my only reason to prefer Coumadin",,,,,,
347801393316376576,1020244080,"PAM analysis of Eliquis review docs shows approval delayed by fraud, dispensing errors in pivotal trial [free] http://bit.ly/13VUVdJ ",,,,,,
341903484242784256,815448026,@Joanne__Howe I'm good been on 25mg MTX for years then switched to leflunomide back MTX the other caused tummy trouble. Why r u off Enbrel,67.0,78.0,Drug,leflunomide,enbrel,enbrel
341903484242784256,815448026,@Joanne__Howe I'm good been on 25mg MTX for years then switched to leflunomide back MTX the other caused tummy trouble. Why r u off Enbrel,105.0,118.0,ADR,tummy trouble,enbrel,leflunomide
344965474938920960,29134516,@TheBloggess your lucky! I have to do infusions of remicade for my RA. I would happily do humera or enbrel if it didnt make me stop breathin,67.0,69.0,Indication,RA,enbrel,enbrel
344965474938920960,29134516,@TheBloggess your lucky! I have to do infusions of remicade for my RA. I would happily do humera or enbrel if it didnt make me stop breathin,127.0,140.0,ADR,stop breathin,enbrel,enbrel
345549620342034434,64712361,@raCanuck I had a weird rash w/ Enbrel. But it was all over my abdomen & chest. Rash in elbow cld b psoriasis? Can u take a pic?,24.0,28.0,ADR,rash,enbrel,enbrel
346667382699339777,352307031,@TheSeatedView @AmyBadkin I agree absolutely. Your gonna be fine amy. Enbrel give me no problems whatsoever.xx,,,,,,
348828382533922818,28177191,@FashonButterfly I have a friend on that with Lupus and she is doing well. Everybody is different though. Maybe you shud try Enbrel.,,,,,,
348828579955613697,28177191,@FashonButterfly Enbrel has a great support system and helps with my enormous copays!!!,,,,,,
348893372469100544,59846819,@MarcusPicture #Enbrel alwys works better 4 me in conjunction w/ #MTX + NSAIDs (400mg Tolectin). Monotherapy ATM w/NSAID + pain meds. #rheum,,,,,,
348894274470948864,41822846,"Did one shot of Enbrel, but chose the infusion rather than self injection. Don't know what he has in mind. Hoping for success. #rheum",129.0,134.0,Indication,rheum,enbrel,enbrel
349059375878504449,22805001,"Novartis tests copy of Amgen's Enbrel in late-stage trial: LONDON (Reuters) - Sandoz, the generics unit of Nov... http://bit.ly/1a6e5Te ",,,,,,
351389550024724482,324601283,"@rawarrior have had no response on double and triple treatments. Have exhausted humors, enbrel, and now on this. Recently taken out of work",,,,,,
352138946559479808,212201800,Anyone else have worsening #acne problems since starting #Enbrel for autoimmune disease?,28.0,32.0,ADR,acne,enbrel,enbrel
352138946559479808,212201800,Anyone else have worsening #acne problems since starting #Enbrel for autoimmune disease?,69.0,87.0,Indication,autoimmune disease,enbrel,enbrel
354321976845807617,1336577137,@CoCayne18 stopped working. I don't think their meant to last forever but again it depends on the person. I took Enbrel when I was on my,11.0,26.0,ADR,stopped working,enbrel,enbrel
343323710096281600,47595325,#BDS &parents MUST IMMEDIATELY BOYCOTT &stop use of #ISRAEL COPAXONE® REBIF® Exelon® DOXIL® Azilect® GONAL ®etanercept- aid occupation,,,,,,
352081891295379456,223692135,"If interested in the Sandoz #etanercept phase 3 study, you should know about this, too. #biosimilars #pharma #patenthttp://www.law360.com/articles/453103/sandoz-fights-amgen-enbrel-patent …",,,,,,
353828887039451136,323112996,"@LeahIce @britlee_harp Cipro can do a lot worse than that! Google ""floxing"" or ""Cipro poisoning"" or ""fluoroquinolone toxicity syndrome"".",,,,,,
326398829849092097,1295660917,I think my tablets have made me gain weight. Anyone on fluoxetine/prozac? #replytweet,32.0,43.0,ADR,gain weight,fluoxetine,fluoxetine
328597011970551808,15357223,The one bummer about it all is that the Fluoxetine is giving me the shakes which made fine fiddly detail work harder than it should be,68.0,74.0,ADR,shakes,fluoxetine,fluoxetine
329589382350782465,484999413,@skinny_the_minx I'm on fluoxetine. Hm :( hope you feel better soon lovely!! Have you got quite a stressful job? X,,,,,,
329643623660519424,1339675818,"Only one day in and Mirtazapine is like fluoxetine all over again, it just makes me so tiered",87.0,93.0,ADR,tiered,fluoxetine,fluoxetine
330390752649682947,1289310714,"@marg1nal @lobeline - In my case, thank GOD for Fluoxetine. I'd be dead or in prison without it.",,,,,,
330410314317316097,18898383,@TheMartinNewman to be honest I've had worse. On fluoxetine I was convinced there was a plot to steal my thoughts... !,89.0,114.0,ADR,plot to steal my thoughts,fluoxetine,fluoxetine
330435039475167232,388286396,This tastes like liquid fluoxetine tastes but I'm pretty sure if I drink it quick it'll taste betterpic.twitter.com/AHDxKnaLrr,,,,,,
331004479497465857,14856861,"@MerePrototype Probably the combination with my fluoxetine. But I can't move that to night time, it makes me have bad dreams.",114.0,124.0,ADR,bad dreams,fluoxetine,fluoxetine
